Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Bad Day at Black Rocks","Sunnyside Crags > 09-Icebox Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105957067/bad-day-at-black-rocks,1.6,-1,"Trad, Sport",5.10b,1,70,36.145,-115.49403
"Mister Freeze's Face","Sunnyside Crags > 09-Icebox Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813406/mister-freezes-face,2.0,-1,"Trad, Sport",5.10d,1,130,36.145,-115.49403
"Grape Nuts","Refrigerator Wall > 09-Icebox Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105964379/grape-nuts,3.0,-1,Sport,"5.10c PG13",1,110,36.1437,-115.49583
"Sand Felipe","North Face > Whiskey Peak > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732785/sand-felipe,2.6,-1,Sport,5.10-,2,110,36.03509,-115.46345
"Miss Conception","North Face > Whiskey Peak > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813521/miss-conception,2.8,-1,"Trad, Sport",5.10c,3,200,36.03509,-115.46345
Matzoland,"North Face > Whiskey Peak > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107122807/matzoland,2.7,-1,Sport,5.12a,1,70,36.03509,-115.46345
"All the Right Moves","The Monument > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120051824/all-the-right-moves,2.5,-1,"Trad, TR","5.11 R",1,60,36.03897,-115.46096
"West Edge Lane","The Monument > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107435440/west-edge-lane,2.0,-1,Sport,5.11d,1,80,36.03897,-115.46096
"Yellow Brick Road","Black Velvet Wall > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732716/yellow-brick-road,3.3,-1,"Trad, Sport",5.10b,5,550,36.03518,-115.46652
"Prince of Darkness","Black Velvet Wall > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732458/prince-of-darkness,3.1,-1,"Trad, Sport",5.10c,6,700,36.03518,-115.46652
"Johnny Come Lately","Black Velvet Wall > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732806/johnny-come-lately,3.0,-1,Sport,5.10c,1,120,36.03518,-115.46652
Dogma,"Horseshoe Wall > 13-Mt. Wilson > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732656/dogma,3.6,-1,"Trad, Sport",5.11c,1,,36.09221,-115.48184
"Cat Walk","Dog Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105880631/cat-walk,2.4,-1,Sport,5.10a/b,1,40,36.14745,-115.42927
"Pleasure Dog (aka It's a Bitch)","Dog Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105880562/pleasure-dog-aka-its-a-bitch,2.5,-1,Sport,5.10b,1,50,36.14745,-115.42927
"Dog Logic (aka Here Kitty, Kitty)","Dog Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105880567/dog-logic-aka-here-kitty-kitty,2.5,-1,Sport,5.11b,1,50,36.14745,-115.42927
"Poodle Chainsaw Massacre","Dog Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106347324/poodle-chainsaw-massacre,2.5,-1,Sport,5.11c,1,45,36.14745,-115.42927
Cujo,"Dog Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905259/cujo,3.1,-1,Sport,5.11d,1,30,36.14745,-115.42927
"Sierra Club Tower","Tuna and Chips Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105882834/sierra-club-tower,1.8,-1,TR,5.6,1,40,36.14846,-115.42939
"Mac and Tuna","Tuna and Chips Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116486433/mac-and-tuna,2.5,-1,Sport,"5.6 R",1,80,36.14846,-115.42939
"Dolphin Safe","Tuna and Chips Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107015275/dolphin-safe,2.5,-1,"Trad, Sport","5.7 R",1,110,36.14846,-115.42939
"No Hay Sequia","Tuna and Chips Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116238857/no-hay-sequia,2.2,-1,Sport,5.7+,1,85,36.14846,-115.42939
"The Minnow","Tuna and Chips Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109881948/the-minnow,2.1,-1,TR,5.8,1,30,36.14846,-115.42939
"Reverse Osmosis","Tuna and Chips Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116238844/reverse-osmosis,2.9,-1,Sport,5.8,1,70,36.14846,-115.42939
"Albacore Man","Tuna and Chips Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107015300/albacore-man,2.4,-1,"Trad, Sport","5.8 R",1,100,36.14846,-115.42939
Waterstreak,"Tuna and Chips Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732308/waterstreak,2.6,-1,Sport,"5.10a R",1,230,36.14846,-115.42939
"Cover My Buttress","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105937169/cover-my-buttress,2.2,-1,"Trad, TR",5.5,1,,36.14964,-115.4299
"Panty Prow","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732521/panty-prow,2.3,-1,Sport,5.6,1,80,36.14964,-115.4299
"Granny Panties","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105922525/granny-panties,1.9,-1,TR,5.6,1,40,36.14964,-115.4299
"Silk Panties","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732614/silk-panties,2.1,-1,Sport,5.7,1,60,36.14964,-115.4299
"The Last Panty","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106931187/the-last-panty,2.1,-1,Sport,5.7,1,45,36.14964,-115.4299
"Tighty Whities","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105922522/tighty-whities,1.9,-1,TR,5.7+,1,40,36.14964,-115.4299
"Brief Encounter","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813275/brief-encounter,2.6,-1,Sport,5.8,1,60,36.14964,-115.4299
"Boxer Rebellion","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813282/boxer-rebellion,2.5,-1,Sport,5.8,1,60,36.14964,-115.4299
"Sacred Undergarment Squeeze Job","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105903232/sacred-undergarment-squeeze-job,2.6,-1,Sport,5.8,1,70,36.14964,-115.4299
"Black Lace","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108544422/black-lace,2.5,-1,Sport,5.8,1,60,36.14964,-115.4299
"Office Party","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116248273/office-party,2.6,-1,Sport,5.9,1,35,36.14964,-115.4299
"Butt Floss","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732314/butt-floss,1.7,-1,TR,5.10a,1,30,36.14964,-115.4299
"Panty Line","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105939414/panty-line,2.8,-1,"Trad, TR","5.10a R",1,80,36.14964,-115.4299
"Edible Panties","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106423068/edible-panties,2.5,-1,"Trad, TR","5.10- X",1,70,36.14964,-115.4299
"Victoria's Secret","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732524/victorias-secret,2.1,-1,"Sport, TR",5.10c,1,80,36.14964,-115.4299
"Panty Mime","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105811601/panty-mime,2.6,-1,Sport,5.10d,1,50,36.14964,-115.4299
"Corner Office","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113945413/corner-office,2.8,-1,Sport,5.10d,1,40,36.14964,-115.4299
"Totally Clips","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732320/totally-clips,3.0,-1,Sport,5.11a,1,60,36.14964,-115.4299
"Butt Floss Left","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732317/butt-floss-left,1.7,-1,TR,5.11-,1,30,36.14964,-115.4299
"Office Expansion","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114276109/office-expansion,1.9,-1,Sport,5.11b,1,40,36.14964,-115.4299
"Viagra Falls","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732629/viagra-falls,2.7,-1,Sport,5.11d,1,50,36.14964,-115.4299
"Office Maxx","Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114171421/office-maxx,2.5,-1,Sport,5.12a,1,35,36.14964,-115.4299
Wedgie,"Panty Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106200178/wedgie,3.1,-1,Sport,5.12a,1,65,36.14964,-115.4299
"Shere Khan (aka A Fraction of the Action)","Tiger Stripe Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732635/shere-khan-aka-a-fraction-of-the-action,3.0,-1,Sport,5.10a,1,120,36.14801,-115.43051
"White Tigers","Tiger Stripe Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926137/white-tigers,2.1,-1,Sport,"5.10b PG13",1,80,36.14801,-115.43051
"Mach 5","Ultraman Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108523664/mach-5,2.0,-1,Sport,5.6,1,115,36.15151,-115.43125
"Scent of the Ultraman","Ultraman Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106327989/scent-of-the-ultraman,2.3,-1,Sport,5.7,1,110,36.15151,-115.43125
Godzilla,"Ultraman Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107010956/godzilla,2.8,-1,Sport,5.7,1,120,36.15151,-115.43125
"Science Patrol","Ultraman Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732908/science-patrol,2.7,-1,Sport,5.8,1,170,36.15151,-115.43125
Ultraman,"Ultraman Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732638/ultraman,3.0,-1,Sport,"5.8+ R",1,130,36.15151,-115.43125
"Speed Racer","Ultraman Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732644/speed-racer,2.8,-1,"Trad, Sport","5.8+ X",1,120,36.15151,-115.43125
"Clutch Cargo","Ultraman Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732641/clutch-cargo,2.6,-1,Sport,5.9,1,90,36.15151,-115.43125
"Destroy All Monsters","Ultraman Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108523687/destroy-all-monsters,2.0,-1,Sport,5.10-,1,130,36.15151,-115.43125
"Steep Hills","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123512034/steep-hills,2.0,-1,"Trad, TR","5.5 R",1,50,36.14687,-115.42907
"Unknown 5.9+","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304681/unknown-59,1.4,-1,"Trad, Sport",5.10b,1,,36.14687,-115.42907
"Clown Face","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122011823/clown-face,1.0,-1,Sport,5.10+,1,30,36.14687,-115.42907
"Big Top","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304785/big-top,2.6,-1,"Trad, Sport",5.10c/d,1,,36.14687,-115.42907
"Elephant Man","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304781/elephant-man,2.4,-1,"Trad, Sport",5.11a,1,,36.14687,-115.42907
"Lion Tamer","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304717/lion-tamer,-1.0,-1,Sport,"5.11c R",1,40,36.14687,-115.42907
"Circus Boy","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304734/circus-boy,2.5,-1,Sport,5.11c,1,,36.14687,-115.42907
"Tight rope walker","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118201974/tight-rope-walker,2.5,-1,Sport,5.12a,1,50,36.14687,-115.42907
"Crowd Teaser","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118202020/crowd-teaser,3.0,-1,Sport,5.12a,1,50,36.14687,-115.42907
"Crowd Pleaser","Circus Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107304773/crowd-pleaser,2.4,-1,"Trad, Sport",5.12-,1,,36.14687,-115.42907
"Eight Ball","Fixx Cliff > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107404803/eight-ball,-1.0,-1,"Trad, Sport",5.11a,1,,36.14801,-115.4293
"Cocaine Hotline","Fixx Cliff > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107404786/cocaine-hotline,-1.0,-1,"Trad, Sport",5.11b,1,,36.14801,-115.4293
"Reach the Beach","Fixx Cliff > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107404794/reach-the-beach,-1.0,-1,"Trad, Sport",5.11b,1,,36.14801,-115.4293
"Snow Blind","Fixx Cliff > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107404759/snow-blind,3.0,-1,"Trad, Sport",5.11c,1,,36.14801,-115.4293
"Free Base","Fixx Cliff > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107404767/free-base,3.5,-1,"Trad, Sport",5.11+,1,,36.14801,-115.4293
"Diamond Dance","The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106386846/diamond-dance,1.2,-1,"Trad, TR",5.7,1,25,36.14849,-115.42904
"Pad's Passion","The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106783231/pads-passion,1.6,-1,Sport,"5.8 PG13",1,30,36.14849,-115.42904
"Serious Libation","The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107603093/serious-libation,1.5,-1,Sport,5.8,1,40,36.14849,-115.42904
Money,"The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915060/money,2.7,-1,Sport,5.10c,1,30,36.14849,-115.42904
"The Warming","The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915047/the-warming,2.3,-1,Sport,5.10d,1,45,36.14849,-115.42904
"Snack Crack","The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915042/snack-crack,2.6,-1,Sport,5.11c/d,1,45,36.14849,-115.42904
Casino,"The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915030/casino,3.0,-1,Sport,5.11d,1,45,36.14849,-115.42904
"My Thai","The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915034/my-thai,3.1,-1,Sport,5.11d,1,45,36.14849,-115.42904
"Hang Ten","The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915051/hang-ten,2.5,-1,Sport,5.11d,1,45,36.14849,-115.42904
"Insecure Delusions","The Oasis > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915064/insecure-delusions,2.4,-1,Sport,5.12a,1,30,36.14849,-115.42904
"The Broon","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106607248/the-broon,1.8,-1,TR,5.8-,1,25,36.15122,-115.43254
"Mission Accomplished","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105828543/mission-accomplished,1.5,-1,TR,5.8,1,50,36.15122,-115.43254
"Warrantless Wiretap","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105828548/warrantless-wiretap,1.3,-1,Sport,5.8,1,50,36.15122,-115.43254
"The One the Only","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105828527/the-one-the-only,2.4,-1,TR,5.9,1,30,36.15122,-115.43254
"Deaf Elevated","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123488111/deaf-elevated,2.0,-1,TR,5.9,1,25,36.15122,-115.43254
"The Boila","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106607290/the-boila,2.4,-1,TR,5.10a,1,30,36.15122,-115.43254
"Full Sail","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106516318/full-sail,2.2,-1,Sport,5.10d,1,45,36.15122,-115.43254
Guinness,"Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106560941/guinness,2.0,-1,Sport,5.11a/b,1,50,36.15122,-115.43254
"Pale Ale","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926121/pale-ale,3.1,-1,Sport,5.11b,1,40,36.15122,-115.43254
"Brown Ale","Newcastle Crag > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926116/brown-ale,2.4,-1,Sport,5.11d,1,65,36.15122,-115.43254
"Epic Curious","The Black Hole > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116585152/epic-curious,2.3,-1,Sport,5.8,1,50,36.1461,-115.42647
"Is this now?","The Black Hole > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116585158/is-this-now,2.3,-1,Sport,5.9,1,50,36.1461,-115.42647
"Wash Away the Rain","The Black Hole > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116585164/wash-away-the-rain,2.4,-1,Sport,5.9+,1,50,36.1461,-115.42647
"Strangers to Ourselves","The Black Hole > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116585170/strangers-to-ourselves,2.6,-1,Sport,5.10a,1,60,36.1461,-115.42647
"The End","The Black Hole > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926172/the-end,2.5,-1,Sport,5.10b/c,1,50,36.1461,-115.42647
"Hammy the Girl","Great Red Roof Area > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108975393/hammy-the-girl,2.5,-1,Sport,5.10c,1,40,36.15021,-115.42965
"Mini Me","Great Red Roof Area > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116382195/mini-me,2.0,-1,Sport,5.12a,1,30,36.15021,-115.42965
"Get Shorty","Great Red Roof Area > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120145425/get-shorty,2.0,-1,Sport,5.12a,1,30,36.15021,-115.42965
"The Play's the Thing","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106337029/the-plays-the-thing,1.7,-1,"Sport, TR",5.4,1,50,36.15055,-115.43111
Guildenstern,"The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107102950/guildenstern,2.0,-1,Sport,5.5,1,90,36.15055,-115.43111
"Contageous Blastments","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118289745/contageous-blastments,1.7,-1,Sport,5.5,1,70,36.15055,-115.43111
"Passing Through Nature to Eternity","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118289751/passing-through-nature-to-eternity,2.0,-1,Sport,5.6,1,75,36.15055,-115.43111
"Some Strange Eruption","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118289780/some-strange-eruption,2.3,-1,Sport,5.6,1,80,36.15055,-115.43111
"What Dreams May Come","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106949856/what-dreams-may-come,1.7,-1,TR,5.6,1,,36.15055,-115.43111
Rosencrantz,"The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107102936/rosencrantz,2.0,-1,Sport,5.6,1,85,36.15055,-115.43111
"Frailty Thy Name is Sandstone","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106337085/frailty-thy-name-is-sandstone,2.5,-1,Sport,5.7,1,90,36.15055,-115.43111
"Sweets to the Sweet","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106337101/sweets-to-the-sweet,2.3,-1,Sport,5.7,1,90,36.15055,-115.43111
"Undiscovered Country","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106949852/undiscovered-country,2.0,-1,TR,5.7,1,,36.15055,-115.43111
"Stand Dumb and Speak Not","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118289757/stand-dumb-and-speak-not,2.3,-1,Sport,5.7,1,80,36.15055,-115.43111
"Alas, Poor Yorick","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118289797/alas-poor-yorick,2.6,-1,Sport,5.7,2,130,36.15055,-115.43111
"The Madness and the Method","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106608242/the-madness-and-the-method,2.0,-1,TR,5.8-,1,60,36.15055,-115.43111
"When the Blood Burns","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106949840/when-the-blood-burns,2.4,-1,"Sport, TR",5.8,1,85,36.15055,-115.43111
"The Rest is Silence","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106949860/the-rest-is-silence,1.8,-1,TR,5.8,1,,36.15055,-115.43111
"To Grunt and Sweat","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107958581/to-grunt-and-sweat,2.5,-1,Sport,5.8,1,60,36.15055,-115.43111
"Perchance to Dream","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107958589/perchance-to-dream,2.6,-1,Sport,5.8,1,90,36.15055,-115.43111
"The Die is Cast","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111157847/the-die-is-cast,2.4,-1,Sport,5.8,1,85,36.15055,-115.43111
"Moni's Money","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106703738/monis-money,2.2,-1,TR,5.8+,1,60,36.15055,-115.43111
"Sea of Troubles","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106608213/sea-of-troubles,2.7,-1,Sport,5.9,1,75,36.15055,-115.43111
"Thy Spirit of a Father Lost","The Hamlet > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112791735/thy-spirit-of-a-father-lost,2.7,-1,Sport,5.10a,1,85,36.15055,-115.43111
"Easiest Path","Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106502834/easiest-path,1.7,-1,Sport,5.8,1,55,36.15189,-115.4321
"Brandi Whine","Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106502830/brandi-whine,1.6,-1,Sport,5.8+,1,50,36.15189,-115.4321
"Rust Bucket","Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106222698/rust-bucket,1.4,-1,Sport,5.9,1,40,36.15189,-115.4321
"Particle Man","Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106502811/particle-man,1.5,-1,Sport,5.9,1,30,36.15189,-115.4321
"Test of Time","Iron Man Wall > 03-First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106222695/test-of-time,2.6,-1,Sport,5.10a,1,55,36.15189,-115.4321
